# strongs	hebrew	transliteration
6840	צָפִין	tsaphiyn
6841	צְפִיר	ts@phiyr
6842	צָפִיר	tsaphiyr
6843	צְפִירָה	ts@phiyrah
6844	צָפִית	tsaphiyth
6845	צָפַן	tsaphan
6846	צְפַנְיָה	Ts@phanyah
6847	צָפְנַת	<A CLASS="u">&#x05E4;&#x05BC;&#x05B7;&#x05E2;&#x05B0;&#x05E0;&#x05B5;&#x05D7;&#x05B7;</A> Tsophnath Pa`neach
6848	צֶפַע	tsepha`
6849	צְפִיעָה	ts@phi`ah
6850	צָפַף	tsaphaph
6851	צַפְצָפָה	tsaphtsaphah
6852	צָפַר	tsaphar
6853	צִפַּר	ts@phar
6854	צְפַרְדֵּעַ	ts@phardea`
6855	צִפֹּרָה	Tsipporah
6856	צִפֹּרֶן	tsipporen
6857	צְפַת	Ts@phath
6858	צֶפֶת	tsepheth
6859	צְפַתָה	Ts@phathah
6860	צִקְלַג	Tsiqlag
6861	צִקְלוֹן	tsiqlon
6862	צַר	tsar
6863	צֵר	Tser
6864	צֹר	tsor
6865	צֹר	Tsor
6866	צָרַב	tsarab
6867	צָרֶבֶת	tsarebeth
6868	צְרֵדָה	Ts@redah
6869	צָרָה	tsarah
6870	צְרוּיָה	Ts@ruwyah
6871	צְרוּעָה	Ts@ruw`ah
6872	צְרוֹר	ts@rowr
6873	צָרַח	tsarach
6874	צֳרִי	Ts@riy
6875	צְרִי	ts@riy
6876	צוֹרִי	Tsoriy
6877	צְרִיחַ	ts@riyach
6878	צֹרֶךְ	tsorek
6879	צָרַע	tsara`
6880	צִרְעָה	tsir`ah
6881	צָרְעָה	Tsor`ah
6882	צָרְעִי	Tsor`iy
6883	צָרַעַת	tsara`ath
6884	צרף	tsaraph
6885	צוֹרְפִי	Tsor@phiy
6886	צָרְפַת	Tsar@phath
6887	צָרַר	tsarar
6888	צְרֵרָה	Ts@rerah
6889	צֶרֶת	Tsereth
6890	צֶרֶת	<A CLASS="u">&#x05D4;&#x05B7;&#x05E9;&#x05C1;&#x05BC;&#x05B7;&#x05D7;&#x05B7;&#x05E8;</A> Tsereth hash-Shachar
6891	צָרְתָן	Tsar@than
6892	קֵא	qe'
6893	קָאַת	qa'ath
6894	קַב	qab
6895	קָבַב	qabab
6896	קֵבָה	qebah
6897	קֹבָה	qobah
6898	קֻבָּה	qubbah
6899	קִבּוּץ	qibbuwts
6900	קְבוּרָה	q@buwrah
6901	קָבַל	qabal
6902	קְבַל	q@bal
6903	קְבֵל	q@bel
6904	קֹבֶל	qobel
6905	קָבָל	qabal
6906	קָבַע	qaba`
6907	קֻבַּעַת	qubba`ath
6908	קָבַץ	qabats
6909	קַבְצְאֵל	Qabts@'el
6910	קְבֻצָה	q@butsah
6911	קִבְצַיִם	Qibtsayim
6912	קָבַר	qabar
6913	קֶבֶר	qeber
6914	קִבְרוֹת	<A CLASS="u">&#x05D4;&#x05B7;&#x05EA;&#x05BC;&#x05B7;&#x05D0;&#x05B2;&#x05D5;&#x05B8;&#x05D4;</A> Qibrowth hat-Ta'avah
6915	קָדַד	qadad
6916	קִדָּה	qiddah
6917	קָדוּם	qaduwm
6918	קָדוֹשׁ	qadowsh
6919	קָדַח	qadach
6920	קַדַּחַת	qaddachath
6921	קָדִים	qadiym
6922	קַדִּישׁ	qaddiysh
6923	קָדַם	qadam
6924	קֶדֶם	qedem
6925	קֳדָם	qodam
6926	קִדְמָה	qidmah
6927	קַדְמָה	qadmah
6928	קַדְמָה	qadmah
6929	קֵדְמָה	Qed@mah
6930	קַדְמוֹן	qadmown
6931	קַדְמוֹנִי	qadmowniy
6932	קְדֵמוֹת	Q@demowth
6933	קַדְמָי	qadmay
6934	קַדְמִיאֵל	Qadmiy'el
6935	קַדְמֹנִי	Qadmoniy
6936	קָדְקֹד	qodqod
6937	קָדַר	qadar
6938	קֵדָר	Qedar
6939	קִדְרוֹן	Qidrown
6940	קַדְרוּת	qadruwth
6941	קְדֹרַנִּית	q@doranniyth
6942	קָדַשׁ	qadash
6943	קֶדֶשׁ	Qedesh
6944	קֹדֶשׁ	qodesh
6945	קָדֵשׁ	qadesh
6946	קָדֵשׁ	Qadesh
6947	קָדֵשׁ	<A CLASS="u">&#x05D1;&#x05BC;&#x05B7;&#x05E8;&#x05B0;&#x05E0;&#x05B5;&#x05E2;&#x05B7;</A> Qadesh Barnea`
6948	קְדֵשָׁה	q@deshah
6949	קָהָה	qahah
6950	קָהַל	qahal
6951	קָהָל	qahal
6952	קְהִלָּה	q@hillah
6953	קֹהֶלֶת	qoheleth
6954	קְהֵלָתָה	Q@helathah
6955	קְהָת	Q@hath
6956	קְהָתִי	Qohathiy
6957	קַו	qav
6958	קוֹא	qow'
6959	קוֹבַע	qowba`
6960	קָוָה	qavah
6961	קָוֶה	qaveh
6962	קוּט	quwt
6963	קוֹל	qowl
6964	קוֹלָיָה	Qowlayah
6965	קוּם	quwm
6966	קוּם	quwm
6967	קוֹמָה	qowmah
6968	קוֹמְמִיּוּת	qowm@miyuwth
6969	קוּן	quwn
6970	קוֹעַ	Qowa`
6971	קוֹף	qowph
6972	קוּץ	quwts
6973	קוּץ	quwts
6974	קוּץ	quwts
6975	קוֹץ	qowts
6976	הַקּוֹץ	Qowts
6977	קְוֻצָּה	q@vutstsah
6978	קַו־קַו	qav-qav
6979	קוּר	quwr
6980	קוּר	quwr
6981	קוֹרֵא	Qowre'
6982	קוֹרָה	qowrah
6983	קוֹשׁ	qowsh
6984	קוּשָׁיָהוּ	quwshayahuw
6985	קָט	qat
6986	קֶטֶב	qeteb
6987	קֹטָב	qoteb
6988	קְטוֹרָה	q@towrah
6989	קְטוּרָה	Q@tuwrah
6990	קָטַט	qatat
6991	קָטַל	qatal
6992	קְטַל	q@tal
6993	קֶטֶל	qetel
6994	קָטֹן	qaton
6995	קֹטֶן	qoten
6996	קָטָן	qatan
6997	קָטָן	Qatan
6998	קָטַף	qataph
6999	מֻקְטָר	qatar
7000	קָטַר	qatar
7001	קְטַר	q@tar
7002	קִטֵּר	qitter
7003	קִטְרוֹן	Qitrown
7004	קְטֹרֶת	q@toreth
7005	קַטָּת	Qattath
7006	קָיָה	qayah
7007	קַיִט	qayit
7008	קִיטוֹר	qiytowr
7009	קִים	qiym
7010	קְיָם	q@yam
7011	קַיָּם	qayam
7012	קִימָה	qiymah
7013	קַיִן	qayin
7014	קַיִן	Qayin
7015	קִינָה	qiynah
7016	קִינָה	Qiynah
7017	קֵינִי	Qeyniy
7018	קֵינָן	Qeynan
7019	קַיִץ	qayits
7020	קִיצוֹן	qiytsown
7021	קִיקָיוֹן	qiyqayown
7022	קִיקָלוֹן	qiyqalown
7023	קִיר	qiyr
7024	קִיר	Qiyr
7025	קִּיר	<A CLASS="u">&#x05D7;&#x05B6;&#x05E8;&#x05B6;&#x05E9;&#x05C2;</A> Qiyr Cheres
7026	קֵירֹס	Qeyroc
7027	קִישׁ	Qiysh
7028	קִישׁוֹן	Qiyshown
7029	קִישִׁי	Qiyshiy
7030	קַתְרוֹס	qiytharoc
7031	קַל	qal
7032	קָל	qal
7033	קָלָה	qalah
7034	קָלָה	qalah
7035	קָלַה	qalahh
7036	קָלוֹן	qalown
7037	קַלַּחַת	qallachath
7038	קָלַט	qalat
7039	קָלִי	qaliy
7040	קַלָּי	Qallay
7041	קֵלָיָה	Qelayah
7042	קְלִיטָא	Q@liyta'
7043	קָלַל	qalal
7044	קָלָל	qalal
7045	קְלָלָה	q@lalah
7046	קָלַס	qalac
7047	קֶלֶס	qelec
7048	קַלָּסָה	qallacah
7049	קָלַע	qala`
7050	קֶלַע	qela`
7051	קַלָּע	qalla`
7052	קְלֹקֵל	q@loqel
7053	קִלְּשׁוֹן	qill@shown
7054	קָמָה	qamah
7055	קְמוּאֵל	Q@muw'el
7056	קָמוֹן	Qamown
7057	קִמּוֹשׂ	qimmowsh
7058	קֶמַח	qemach
7059	קָמַט	qamat
7060	קָמַל	qamal
7061	קָמַץ	qamats
7062	קֹמֶץ	qomets
7063	קִמָּשֹׂוֹןִ	qimmashown
7064	קֵן	qen
7065	קָנָא	qana'
7066	קְנַא	q@na'
7067	קַנָּא	qanna'
7068	קִנְאָה	qin'ah
7069	קָנָה	qanah
7070	קָנֶה	qaneh
7071	קָנָה	Qanah
7072	קַנּוֹא	qannow'
7073	קְנַז	Q@naz
7074	קְנִזִּי	Q@nizziy
7075	קִנְיָן	qinyan
7076	קִנָּמוֹן	qinnamown
7077	קָנַן	qanan
7078	קֵנֶץ	qenets
7079	קְנָת	Q@nath
7080	קָסַם	qacam
7081	קֶסֶם	qecem
7082	קָסַס	qacac
7083	קֶסֶת	qeceth
7084	קְעִילָה	Q@`iylah
7085	קַעֲקַע	qa`aqa`
7086	קְעָרָה	q@`arah
7087	קָפָּא	qapha'
7088	קָפַד	qaphad
7089	קְפָדָה	q@phadah
7090	קִפּוֹד	qippowd
7091	קִפּוֹז	qippowz
7092	קָפַץ	qaphats
7093	קֵץ	qets
7094	קָצַב	qatsab
7095	קֶצֶב	qetseb
7096	קָצָה	qatsah
7097	קָצֶה	qatseh
7098	קָצָה	qatsah
7099	קֶצֶו	qetsev
7100	קֶצַח	qetsach
7101	קָצִין	qatsiyn
7102	קְצִיעָה	q@tsiy`ah
7103	קְצִיעָה	Q@tsiy`ah
7104	קְצִיץ	Q@tsiyts
7105	קָצִיר	qatsiyr
7106	קָצַע	qatsa`
7107	קָצַף	qatsaph
7108	קְצַף	q@tsaph
7109	קְצַף	q@tsaph
7110	קֶצֶף	qetseph
7111	קְצָפָה	q@tsaphah
7112	קָצַץ	qatsats
7113	קְצַץ	q@tsats
7114	קָצַר	qatsar
7115	קֹצֶר	qotser
7116	קָצָר	qatser
7117	קְצָת	q@tsath
7118	קְצָת	q@tsath
7119	קַר	qar
7120	קֹר	qor
7121	קָרָא	qara'
7122	קָרָא	qara'
7123	קְרַא	q@ra'
7124	קֹרֵא	qore'
7125	קִרָא	qir'ah
7126	קָרַב	qarab
7127	קְרֵב	q@reb
7128	קְרָב	q@rab
7129	קְרָב	q@rab
7130	קֶרֶב	qereb
7131	קָרֵב	qareb
7132	קִרְבָה	q@rabah
7133	קֹרְבָּן	qorban
7134	קַרְדֹּם	qardom
7135	קָרָה	qarah
7136	קָרָה	qarah
7137	קָרֶה	qareh
7138	קָרוֹב	qarowb
7139	קָרַח	qarach
7140	קֶרַח	qerach
7141	קֹרַח	Qorach
7142	קֵרֵחַ	qereach
7143	קָרֵחַ	Qareach
7144	קָרְחָה	qorchah
7145	קָרְחִי	Qorchiy
7146	קָרַחַת	qarachath
7147	קֶרִי	q@riy
7148	קָרִיא	qariy'
7149	קִרְיָא	qirya'
7150	קְרִיאָה	q@riy'ah
7151	קִרְיָה	qiryah
7152	קְרִיּוֹת	Q@riyowth
7153	קִרְיַת	<A CLASS="u">&#x05D0;&#x05B7;&#x05E8;&#x05B0;&#x05D1;&#x05BC;&#x05B7;&#x05E2;</A> Qiryath `Arba`
7154	קִרְיַת־בַּעַל	Qiryath Ba`al
7155	קִרְיַת	<A CLASS="u">&#x05D7;&#x05BB;&#x05E6;&#xFB4B;&#x05EA;</A> Qiryath Chutsowth
7156	קִרְיָתַיִם	Qiryathayim
7157	קִרְיַת	<A CLASS="u">&#x05D9;&#x05B0;&#x05E2;&#x05B8;&#x05E8;&#x05B4;&#x05D9;&#x05DD;</A> Qiryath Y@`ariym
7158	קִרְיַת	<A CLASS="u">&#x05E1;&#x05B7;&#x05E0;&#x05BC;&#x05B8;&#x05D4;</A> Qiryath Cannah
7159	קָרַם	qaram
7160	קָרַן	qaran
7161	קֶרֶן	qeren
7162	קֶרֶן	qeren
7163	קֶרֶן	<A CLASS="u">&#x05D4;&#x05B7;&#x05E4;&#x05BC;&#x05D5;&#x05BC;&#x05DA;&#x05B0;</A> Qeren Hap-puwk
7164	קָרַס	qarac
7165	קֶרֶס	qerec
7166	קַרְסֹל	qarcol
7167	קָרַע	qara`
7168	קֶרַע	qera`
7169	קָרַץ	qarats
7170	קְרַץ	q@rats
7171	קֶרֶץ	qerets
7172	קַרְקַע	qarqa`
7173	קַרְקַע	Qarqa`
7174	קַרְקֹר	Qarqor
7175	קֶרֶשׁ	qeresh
7176	קֶרֶת	qereth
7177	קַרְתָּה	Qartah
7178	קַרְתָּן	Qartan
7179	קַשׁ	qash
7180	קִשֻּׁא	qishshu'
7181	קָשַׁב	qashab
7182	קֶשֶׁב	qesheb
7183	קַשָּׁב	qashshab
7184	קָשָׂה	qasah
7185	קָשָׁה	qashah
7186	קָשֶׁה	qasheh
7187	קְשׁוֹט	q@showt
7188	קָשַׁח	qashach
7189	קֹשֶׁט	qoshet
7190	קְשִׁי	q@shiy
7191	קִשְׁיוֹן	Qishyown
7192	קְשִׂיטָה	q@siytah
7193	קַשְׂקֶשֶׂת	qasqeseth
7194	קָשַׁר	qashar
7195	קֶשֶׁר	qesher
7196	קִשֻּׁר	qishshur
7197	קָשַׁשׁ	qashash
7198	קֶשֶׁת	qesheth
7199	קַשָּׁת	qashshath
7200	רָאָה	ra'ah
7201	רָאָה	ra'ah
7202	רָאֶה	ra'eh
7203	רֹאֶה	ro'eh
7204	רֹאֵה	Ro'eh
7205	רְאוּבֵן	R@'uwben
7206	רְאוּבֵנִי	R@'uwbeniy
7207	רְאוּת	ra'avah
7208	רְאוּמָה	R@'uwmah
7209	רְאִי	r@'iy
7210	רֳאִי	ro'iy
7211	רְאָיָה	R@'ayah
7212	רְאִית	r@'iyth
7213	רָאַם	ra'am
7214	רְאֵם	r@'em
7215	רָאמָה	ra'mah
7216	רָאמוֹת	Ra'mowth
7217	ראֵשׁ	re'sh
7218	רֹאשׁ	ro'sh
7219	רֹאשׁ	ro'sh
7220	רֹאשׁ	Ro'sh
7221	רִאשָׁה	ri'shah
7222	רֹאשָׁה	ro'shah
7223	רִאשׁוֹן	ri'shown
7224	רִאשׁוֹנִית	ri'shoniy
7225	רֵאשִׁית	re'shiyth
7226	רַאֲשׁוֹת	ra'ashoth
7227	רַב	rab
7228	רַב	rab
7229	רַב	rab
7230	רֹב	rob
7231	רָבַב	rabab
7232	רָבַב	rabab
7233	רְבָבָה	r@babah
7234	רָבַד	rabad
7235	רָבָה	rabah
7236	רְבָה	r@bah
7237	רַבָּה	Rabbah
7238	רְבוּ	r@buw
7239	רִבּוֹ	ribbow
7240	רִבּוֹ	ribbow
7241	רָבִיב	rabiyb
7242	רָבִיד	rabiyd
7243	רְבִיעִי	r@biy`iy
7244	רְבִיעָי	r@biy`ay
7245	רַבִּית	Rabbiyth
7246	רָבַךְ	rabak
7247	רִבְלָה	Riblah
7248	רַב־מָג	Rab-Mag
7249	רַב־סָרִיס	Rab-Cariyc
7250	רָבַע	raba`
7251	רָבַע	raba`
7252	רֶבַע	reba`
7253	רֶבַע	reba`
7254	רֶבַע	Reba`
7255	רֹבַע	roba`
7256	רִבֵּעַ	ribbea`
7257	רָבַץ	rabats
7258	רֵבֶץ	rebets
7259	רִבְקָה	Ribqah
7260	רַבְרַב	rabrab
7261	רַבְרְבָן	rabr@ban
7262	רַב־שָׁקֵה	Rabshaqeh
7263	רֶגֶב	regeb
7264	רָגַז	ragaz
7265	רְגַז	r@gaz
7266	רְגַז	r@gaz
7267	רֹגֶז	rogez
7268	רַגָּז	raggaz
7269	רָגְזָה	rogzah
7270	רָגַל	ragal
7271	רֶגֶל	r@gal
7272	רֶגֶל	regel
7273	רַגְלִי	ragliy
7274	רֹגְלִים	Rog@liym
7275	רָגַם	ragam
7276	רֶגֶם	Regem
7277	רִגְמָה	rigmah
7278	רֶגֶם	<A CLASS="u">&#x05DE;&#x05B6;&#x05DC;&#x05B6;&#x05DA;&#x05B0;</A> Regem Melek
7279	רָגַן	ragan
7280	רָגַע	raga`
7281	רֶגַע	rega`
7282	רָגֵעַ	ragea`
7283	רָגַשׁ	ragash
7284	רְגַשׁ	r@gash
7285	רֶגֶשׁ	regesh
7286	רָדַד	radad
7287	רָדָה	radah
7288	רַדַּי	Radday
7289	רְדִיד	radiyd
7290	רָדַם	radam
7291	רָדַף	radaph
7292	רָהַב	rahab
7293	רַהַב	rahab
7294	רַהַב	Rahab
7295	רָהָב	rahab
7296	רֹהַב	rohab
7297	רָהָה	rahah
7298	רַהַט	rahat
7299	רֵו	rev
7300	רוּד	ruwd
7301	רָוָה	ravah
7302	רָוֶה	raveh
7303	רוֹהֲגָה	Rowhagah
7304	רָוַח	ravach
7305	רֶוַח	revach
7306	רוּחַ	ruwach
7307	רוּחַ	ruwach
7308	רוּחַ	ruwach
7309	רְוָחָה	r@vachah
7310	רְוָיָה	r@vayah
7311	רוּם	ruwm
7312	רוּם	ruwm
7313	רוּן	ruwm
7314	רוּם	ruwm
7315	רוֹם	rowm
7316	רוּמָה	Ruwmah
7317	רוֹמָה	rowmah
7318	רוֹמַם	rowmam
7319	רוֹמְמָה	rowm@mah
7320	רֹמַמְתִּי	<A CLASS="u">&#x05E2;&#x05B6;&#x05D6;&#x05B6;&#x05E8;</A> Rowmamtiy `Ezer (or Romamtiy)
7321	רוּעַ	ruwa`
7322	רוּף	ruwph
7323	רוּץ	ruwts
7324	רוּק	ruwq
7325	רוּר	ruwr
7326	רוּשׁ	ruwsh
7327	רוּת	Ruwth
7328	רָז	raz
7329	רָזָה	razah
7330	רָזֶה	razeh
7331	רְזוֹן	R@zown
7332	רָזוֹן	razown
7333	רָזוֹן	razown
7334	רָזִי	raziy
7335	רָזַם	razam
7336	רָזַן	razan
7337	רָחַב	rachab
7338	רַחַב	rachab
7339	רְחֹב	r@chob
7340	רְחֹב	R@chob
7341	רֹחַב	rochab
7342	רָחָב	rachab
7343	רָחָב	Rachab
7344	רְחֹבוֹת	R@chobowth
7345	רְחַבְיָה	R@chabyah
7346	רְחַבְעָם	R@chab`am
7347	רֶחֶה	recheh
7348	רְחוּם	R@chuwm
7349	רַחוּם	rachuwm
7350	רָחוֹק	rachowq
7351	רָהִיט	r@chiyt
7352	רַחִיק	rachiyq
7353	רָחֵל	rachel
7354	רָחֵל	Rachel
7355	רָחַם	racham
7356	רַחַם	racham
7357	רַחַם	Racham
7358	רֶחֶם	rechem
7359	רַחֲמִין	r@chem
7360	רָחָם	racham
7361	רַקַמָה	rachamah
7362	רַחֲמָנִי	rachmaniy
7363	רָחַף	rachaph
7364	רָחַץ	rachats
7365	רְחַץ	r@chats
7366	רַחַץ	rachats
7367	רַחְצָה	rachtsah
7368	רָחַק	rachaq
7369	רָחֵק	racheq
7370	רָחַשׁ	rachash
7371	רַחַת	rachath
7372	רָטַב	ratab
7373	רָטֹב	ratob
7374	רֶטֶט	retet
7375	רֻטֲפַשׁ	ruwtaphash
7376	רָטַשׁ	ratash
7377	רִי	riy
7378	רִיב	riyb
7379	רִיב	riyb
7380	רִיבַי	Riybay
7381	רֵיחַ	reyach
7382	רֵיחַ	reyach
7383	רִיפָה	riyphah
7384	רִיפַת	Riyphath
7385	רִיק	riyq
7386	רֵיק	reyq
7387	רֵיקָם	reyqam
7388	רִיר	riyr
7389	רֵישׁ	reysh
7390	רַךְ	rak
7391	רֹךְ	rok
7392	רָכַב	rakab
7393	רֶכֶב	rekeb
7394	רֵכָב	Rekab
7395	רַכָּב	rakkab
7396	רִכְבָּה	rikbah
7397	רֵכָה	Rekah
7398	רְכוּב	r@kuwb
7399	רְכוּשׁ	r@kuwsh
7400	רָכִיל	rakiyl
7401	רָכַךְ	rakak
7402	רָכַל	rakal
7403	רָכָל	Rakal
7404	רְכֻלָּה	r@kullah
7405	רָכַס	rakac
7406	רֶכֶס	rekec
7407	רֹכֶס	rokec
7408	רָכַשׁ	rakash
7409	רֶכֶשׁ	rekesh
7410	רָם	Ram
7411	רָמָה	ramah
7412	רְמָא	r@mah
7413	רָמָה	ramah
7414	רָמָה	Ramah
7415	רִמָּה	rimmah
7416	רִמּוֹן	rimmown
7417	רִמּוֹן	Rimmown
7418	רָמוֹת	<A CLASS="u">&#x05E0;&#x05B6;&#x05D2;&#x05B6;&#x05D1;</A> Ramowth-Negeb
7419	רָמוּת	ramuwth
7420	רֹמַח	romach
7421	רַמִּי	rammiy
7422	רַמְיָה	Ramyah
7423	רְמִיָּה	r@miyah
7424	רַמָּך	rammak
7425	רְמַלְיָהוּ	R@malyahuw
7426	רָמַם	ramam
7427	רוֹמְמוּת	romemuth
7428	רִמּוֹן	<A CLASS="u">&#x05E4;&#x05BC;&#x05B6;&#x05E8;&#x05B6;&#x05E5;</A> Rimmon Perets
7429	רָמַס	ramac
7430	רָמַשׂ	ramas
7431	רֶמֶשׂ	remes
7432	רֶמֶת	Remeth
7433	רָאמוֹת	Ramowth
7434	רָמַת	<A CLASS="u">&#x05D4;&#x05B7;&#x05DE;&#x05BC;&#x05B4;&#x05E6;&#x05B0;&#x05E4;&#x05BC;&#x05B6;&#x05D4;</A> Ramath ham-Mitspeh
7435	רָמָתִי	Ramathiy
7436	רָמָתַיִם	<A CLASS="u">&#x05E6;&#xFB4B;&#x05E4;&#x05B4;&#x05D9;&#x05DD;</A> Ramathayim Tsowphiym
7437	רָמַת	<A CLASS="u">&#x05DC;&#x05B0;&#x05D7;&#x05B4;&#x05D9;</A> Ramath Lechiy
7438	רֹן	ron
7439	רָנָה	ranah
7440	רִנָּה	rinnah
7441	רִנָּה	Rinnah
7442	רָנַן	ranan
7443	רֶנֶן	renen
7444	רַנֵּן	rannen
7445	רְנָנָה	r@nanah
7446	רִסָּה	Riccah
7447	רָסִיס	raciyc
7448	רֶסֶן	recen
7449	רֶסֶן	Recen
7450	רָסַס	racac
7451	רָע	ra`
7452	רֵעַ	rea`
7453	רֵעַ	rea`
7454	רֵעַ	rea`
7455	רֹעַ	roa`
7456	רָעֵב	ra`eb
7457	רָעֵב	ra`eb
7458	רָעָב	ra`ab
7459	רְעָבוֹן	r@abown
7460	רָעַד	ra`ad
7461	רַעַד	ra`ad
7462	רָעָה	ra`ah
7463	רֵעֶה	re`eh
7464	רֵעָה	re`ah
7465	רֹעָה	ro`ah
7466	רְעוּ	R@`uw
7467	רְעוּאֵל	R@`uw'el
7468	רְעוּת	r@`uwth
7469	רְעוּת	r@`uwth
7470	רְעוּת	r@uwth
7471	רְעִי	r@`iy
7472	רֵעִי	Re`iy
7473	רֹעִי	ro`iy
7474	רַעְיָה	ra`yah
7475	רַעְיוֹן	ra`yown
7476	רַעְיוֹן	ra`yown
7477	רָעַל	ra`al
7478	רַעַל	ra`al
7479	רְעָלָה	ra`alah
7480	רְעֵלָיָה	R@`elayah
7481	רָעַם	ra`am
7482	רַעַם	ra`am
7483	רַעְמָה	ra`mah
7484	רַעְמָה	Ra`mah
7485	רַעַמְיָה	Ra`amyah`
7486	רַעְמְסֵס	Ra`m@cec
7487	רַעְנַן	ra`anan
7488	רַעֲנָן	ra`anan
7489	רָעַע	ra`a`
7490	רְעַע	r@`a`
7491	רָעַף	ra`aph
7492	רָעַץ	ra`ats
7493	רָעַשׁ	ra`ash
7494	רַעַשׁ	ra`ash
7495	רָפָא	rapha'
7496	רָפָא	rapha'
7497	רָפָא	rapha'
7498	רָפָא	Rapha'
7499	רְפוּאָה	r@phu'ah
7500	רִפְאוּת	riph'uwth
7501	רְפָאֵל	R@pha'el
7502	רָפַד	raphad
7503	רָפָה	raphah
7504	רָפֶה	rapheh
7505	רָפוּא	Raphuw'
7506	רֶפַח	Rephach
7507	רְפִידָה	r@phiydah
7508	רְפִידִים	R@phiydiym
7509	רְפָיָה	R@phayah
7510	רִפְיוֹן	riphyown
7511	רָפַס	raphac
7512	רְפַס	r@phac
7513	רַפְסוֹדָה	raphcodah
7514	רָפַק	raphaq
7515	רָפַשׂ	raphas
7516	רֶפֶשׁ	rephesh
7517	רֶפֶת	repheth
7518	רַץ	rats
7519	רָצָא	ratsa'
7520	רָצַד	ratsad
7521	רָצָה	ratsah
7522	רָצוֹן	ratsown
7523	רָצַח	ratsach
7524	רֶצַח	retsach
7525	רִצְיָא	Ritsya'
7526	רְצִין	R@tsiyn
7527	רָצָע	ratsa`
7528	רָצַף	ratsaph
7529	רֶצֶף	retseph
7530	רֶצֶף	Retseph
7531	רִצְפָה	ritspah
7532	רִצְפָּה	Ritspah
7533	רָצַץ	ratsats
7534	רַק	raq
7535	רַק	raq
7536	רֹק	roq
7537	רָקַב	raqab
7538	רָקָב	raqab
7539	רִקָּבוֹן	riqqabown
7540	רָקַד	raqad
7541	רַקָּה	raqqah
7542	רַקּוֹן	Raqqown
7543	רָקַח	raqach
7544	רֶקַח	reqach
7545	רֹקַח	roqach
7546	רַקָּח	raqqach
7547	רִקּוּחַ	raqquach
7548	רַקָּחָה	raqqachah
7549	רָקִיעַ	raqiya`
7550	רָקִיק	raqiyq
7551	רָקַם	raqam
7552	רֶקֶם	Reqem
7553	רִקְמָה	riqmah
7554	רָקַע	raqa`
7555	רִקּוּעַ	riqqua`
7556	רָקַק	raqaq
7557	רַקַּת	Raqqath
7558	רִשְׁיוֹן	rishyown
7559	רָשַׁם	rasham
7560	רְשַׁם	r@sham
7561	רָשַׁע	rasha`
7562	רֶשַׁע	resha`
7563	רָשָׁע	rasha`
7564	רִשְׁעָה	rish`ah
7565	רֶשֶׁף	resheph
7566	רֶשֶׁף	Resheph
7567	רָשַׁשׁ	rashash
7568	רֶשֶׁת	resheth
7569	רַתּוֹק	rattowq
7570	רָתַח	rathach
7571	רֶתַח	rethach
7572	רַתִּיקָה	rattiyqah
7573	רָתַם	ratham
7574	רֶתֶם	rethem
7575	רִתְמָה	Rithmah
7576	רָתַק	rathaq
7577	רְתוּקָה	r@thuqah
7578	רְתֵת	r@theth
7579	שָׁאַב	sha'ab
7580	שָׁאַג	sha'ag
7581	שְׁאָגָה	sh@agah
7582	שָׁאָה	sha'ah
7583	שָׁאָה	sha'ah
7584	שׁוֹאָה	sha'avah
7585	שְׁאוֹל	sh@'owl
7586	שָׁאוּל	Sha'uwl
7587	שָׁאוּלִי	Sha'uwliy
7588	שָׁאוֹן	sha'own
7589	שְׁאָט	sh@'at
7590	שָׁאט	sha't
7591	שְׁאִיָּה	sh@'iyah
7592	שָׁאַל	sha'al
7593	שְׁאֵל	sh@'el
7594	שְׁאָל	Sh@'al
7595	שְׁאֵלָא	sh@'ela'
7596	שְׁאֵלָה	sh@'elah
7597	שְׁאַלְתִּיאֵל	Sh@'altiy'el
7598	שְׁאַלְתִּיאֵל	Sh@'altiy'el
7599	שָׁאַן	sha'an
7600	שַׁאֲנָן	sha'anan
7601	שָׁאַס	sha'ac
7602	שָׁאַף	sha'aph
7603	שְׂאוֹר	s@'or
7604	שָׁאַר	sha'ar
7605	שְׁאָר	sh@'ar
7606	שְׁאָר	sh@'ar
7607	שְׁאֵר	sh@'er
7608	שַׁאֲרָה	sha'arah
7609	שֶׁאֱרָה	She'erah
7610	שְׁאָר	<A CLASS="u">&#x05D9;&#x05B8;&#x05E9;&#x05C1;&#x05D5;&#x05BC;&#x05D1;</A> Sh@'ar Yashuwb
7611	שְׁאֵרִית	sh@'eriyth
7612	שֵׁאת	she'th
7613	שְׂאֵת	s@'eth
7614	שְׁבָא	Sh@ba'
7615	שְׁבָאִי	Sh@ba'iy
7616	שָׁבָב	shabab
7617	שָׁבָה	shabah
7618	שְׁבוֹ	sh@buw
7619	שְׁבוּאֵל	Sh@buw'el
7620	שָׁבוּעַ	shabuwa`
7621	שְׁבוּעָה	sh@buw`ah
7622	שְׁבוּת	sh@buwth
7623	שָׁבַח	shabach
7624	שְׁבַח	sh@bach
7625	שְׁבַט	she@bat
7626	שֵׁבֶט	shebet
7627	שְׁבָט	Sh@bat
7628	שְׁבִי	sh@biy
7629	שֹׁבִי	Shobiy
7630	שֹׁבָי	Shobay
7631	שְׁבִיב	s@biyb
7632	שָׁבִיב	shabiyb
